i,fname,machine_id,sample,part,label,label_idx
364,normal_id_01_00000246_hist_librosa_part139.bin,1,246,139,normal,0
365,normal_id_04_00000305_hist_librosa_part119.bin,4,305,119,normal,0
366,anomaly_id_01_00000072_hist_librosa_part093.bin,1,72,93,anomaly,1
367,normal_id_04_00000055_hist_librosa_part188.bin,4,55,188,normal,0
368,normal_id_03_00000278_hist_librosa_part115.bin,3,278,115,normal,0
369,anomaly_id_02_00000262_hist_librosa_part098.bin,2,262,98,anomaly,1
370,anomaly_id_03_00000149_hist_librosa_part086.bin,3,149,86,anomaly,1
371,anomaly_id_01_00000143_hist_librosa_part163.bin,1,143,163,anomaly,1
372,normal_id_02_00000120_hist_librosa_part076.bin,2,120,76,normal,0
373,anomaly_id_02_00000170_hist_librosa_part078.bin,2,170,78,anomaly,1
374,normal_id_03_00000278_hist_librosa_part193.bin,3,278,193,normal,0
375,anomaly_id_03_00000043_hist_librosa_part052.bin,3,43,52,anomaly,1
376,anomaly_id_02_00000006_hist_librosa_part120.bin,2,6,120,anomaly,1
377,normal_id_04_00000021_hist_librosa_part026.bin,4,21,26,normal,0
378,normal_id_04_00000325_hist_librosa_part106.bin,4,325,106,normal,0
379,anomaly_id_03_00000187_hist_librosa_part040.bin,3,187,40,anomaly,1
380,normal_id_02_00000209_hist_librosa_part036.bin,2,209,36,normal,0
381,normal_id_04_00000304_hist_librosa_part065.bin,4,304,65,normal,0
382,anomaly_id_01_00000196_hist_librosa_part092.bin,1,196,92,anomaly,1
383,anomaly_id_01_00000219_hist_librosa_part047.bin,1,219,47,anomaly,1
384,normal_id_03_00000282_hist_librosa_part184.bin,3,282,184,normal,0
385,normal_id_03_00000155_hist_librosa_part016.bin,3,155,16,normal,0
386,normal_id_03_00000030_hist_librosa_part003.bin,3,30,3,normal,0
387,normal_id_01_00000135_hist_librosa_part103.bin,1,135,103,normal,0
388,normal_id_04_00000252_hist_librosa_part063.bin,4,252,63,normal,0
389,normal_id_01_00000165_hist_librosa_part035.bin,1,165,35,normal,0
390,normal_id_02_00000278_hist_librosa_part015.bin,2,278,15,normal,0
391,anomaly_id_01_00000261_hist_librosa_part006.bin,1,261,6,anomaly,1
392,normal_id_04_00000155_hist_librosa_part059.bin,4,155,59,normal,0
393,normal_id_03_00000154_hist_librosa_part001.bin,3,154,1,normal,0
394,normal_id_02_00000234_hist_librosa_part008.bin,2,234,8,normal,0
395,normal_id_03_00000060_hist_librosa_part164.bin,3,60,164,normal,0
396,anomaly_id_02_00000211_hist_librosa_part168.bin,2,211,168,anomaly,1
397,anomaly_id_03_00000044_hist_librosa_part153.bin,3,44,153,anomaly,1
398,normal_id_01_00000257_hist_librosa_part018.bin,1,257,18,normal,0
399,normal_id_04_00000106_hist_librosa_part082.bin,4,106,82,normal,0
400,normal_id_01_00000033_hist_librosa_part095.bin,1,33,95,normal,0
401,anomaly_id_02_00000212_hist_librosa_part073.bin,2,212,73,anomaly,1
402,normal_id_03_00000242_hist_librosa_part090.bin,3,242,90,normal,0
403,anomaly_id_01_00000173_hist_librosa_part173.bin,1,173,173,anomaly,1
404,anomaly_id_03_00000170_hist_librosa_part007.bin,3,170,7,anomaly,1
405,anomaly_id_02_00000034_hist_librosa_part153.bin,2,34,153,anomaly,1
406,normal_id_04_00000325_hist_librosa_part078.bin,4,325,78,normal,0
407,normal_id_04_00000187_hist_librosa_part007.bin,4,187,7,normal,0
408,normal_id_02_00000109_hist_librosa_part132.bin,2,109,132,normal,0
409,normal_id_03_00000213_hist_librosa_part093.bin,3,213,93,normal,0
410,normal_id_02_00000111_hist_librosa_part062.bin,2,111,62,normal,0
411,normal_id_02_00000148_hist_librosa_part125.bin,2,148,125,normal,0
412,normal_id_03_00000143_hist_librosa_part111.bin,3,143,111,normal,0
413,anomaly_id_01_00000217_hist_librosa_part101.bin,1,217,101,anomaly,1
414,anomaly_id_01_00000023_hist_librosa_part063.bin,1,23,63,anomaly,1
415,normal_id_04_00000146_hist_librosa_part046.bin,4,146,46,normal,0
416,anomaly_id_02_00000072_hist_librosa_part162.bin,2,72,162,anomaly,1
417,anomaly_id_02_00000007_hist_librosa_part121.bin,2,7,121,anomaly,1
418,anomaly_id_01_00000070_hist_librosa_part156.bin,1,70,156,anomaly,1
419,normal_id_01_00000293_hist_librosa_part168.bin,1,293,168,normal,0
420,normal_id_03_00000058_hist_librosa_part027.bin,3,58,27,normal,0
421,normal_id_04_00000112_hist_librosa_part095.bin,4,112,95,normal,0
422,normal_id_01_00000195_hist_librosa_part065.bin,1,195,65,normal,0
423,normal_id_03_00000048_hist_librosa_part076.bin,3,48,76,normal,0
424,anomaly_id_01_00000255_hist_librosa_part165.bin,1,255,165,anomaly,1
425,normal_id_02_00000189_hist_librosa_part189.bin,2,189,189,normal,0
426,normal_id_04_00000032_hist_librosa_part107.bin,4,32,107,normal,0
427,normal_id_03_00000205_hist_librosa_part053.bin,3,205,53,normal,0
428,normal_id_01_00000167_hist_librosa_part008.bin,1,167,8,normal,0
429,anomaly_id_01_00000154_hist_librosa_part071.bin,1,154,71,anomaly,1
430,normal_id_02_00000265_hist_librosa_part001.bin,2,265,1,normal,0
431,anomaly_id_01_00000101_hist_librosa_part074.bin,1,101,74,anomaly,1
432,normal_id_03_00000194_hist_librosa_part120.bin,3,194,120,normal,0
433,anomaly_id_02_00000220_hist_librosa_part101.bin,2,220,101,anomaly,1
434,normal_id_01_00000193_hist_librosa_part142.bin,1,193,142,normal,0
435,anomaly_id_02_00000227_hist_librosa_part161.bin,2,227,161,anomaly,1
436,normal_id_03_00000169_hist_librosa_part099.bin,3,169,99,normal,0
437,anomaly_id_02_00000236_hist_librosa_part081.bin,2,236,81,anomaly,1
438,normal_id_04_00000299_hist_librosa_part178.bin,4,299,178,normal,0
439,normal_id_01_00000138_hist_librosa_part121.bin,1,138,121,normal,0
440,normal_id_02_00000043_hist_librosa_part043.bin,2,43,43,normal,0
441,anomaly_id_03_00000040_hist_librosa_part079.bin,3,40,79,anomaly,1
442,anomaly_id_01_00000190_hist_librosa_part027.bin,1,190,27,anomaly,1
443,normal_id_02_00000127_hist_librosa_part009.bin,2,127,9,normal,0
444,anomaly_id_03_00000100_hist_librosa_part046.bin,3,100,46,anomaly,1
445,normal_id_01_00000141_hist_librosa_part058.bin,1,141,58,normal,0
446,anomaly_id_03_00000199_hist_librosa_part052.bin,3,199,52,anomaly,1
447,normal_id_02_00000319_hist_librosa_part123.bin,2,319,123,normal,0
448,normal_id_03_00000321_hist_librosa_part156.bin,3,321,156,normal,0
449,normal_id_04_00000074_hist_librosa_part100.bin,4,74,100,normal,0
450,anomaly_id_02_00000091_hist_librosa_part055.bin,2,91,55,anomaly,1
451,normal_id_02_00000124_hist_librosa_part168.bin,2,124,168,normal,0
452,normal_id_03_00000343_hist_librosa_part109.bin,3,343,109,normal,0
453,anomaly_id_01_00000205_hist_librosa_part035.bin,1,205,35,anomaly,1
454,normal_id_01_00000141_hist_librosa_part122.bin,1,141,122,normal,0
455,anomaly_id_01_00000091_hist_librosa_part125.bin,1,91,125,anomaly,1
456,anomaly_id_03_00000013_hist_librosa_part164.bin,3,13,164,anomaly,1
457,normal_id_02_00000072_hist_librosa_part179.bin,2,72,179,normal,0
458,anomaly_id_02_00000043_hist_librosa_part127.bin,2,43,127,anomaly,1
459,normal_id_03_00000249_hist_librosa_part055.bin,3,249,55,normal,0
460,normal_id_03_00000251_hist_librosa_part193.bin,3,251,193,normal,0
461,normal_id_02_00000321_hist_librosa_part114.bin,2,321,114,normal,0
462,anomaly_id_01_00000198_hist_librosa_part092.bin,1,198,92,anomaly,1
463,normal_id_02_00000124_hist_librosa_part037.bin,2,124,37,normal,0
464,anomaly_id_01_00000257_hist_librosa_part133.bin,1,257,133,anomaly,1
465,normal_id_04_00000258_hist_librosa_part184.bin,4,258,184,normal,0
466,normal_id_04_00000051_hist_librosa_part190.bin,4,51,190,normal,0
467,normal_id_01_00000155_hist_librosa_part112.bin,1,155,112,normal,0
468,normal_id_01_00000068_hist_librosa_part014.bin,1,68,14,normal,0
469,anomaly_id_01_00000138_hist_librosa_part171.bin,1,138,171,anomaly,1
470,normal_id_02_00000091_hist_librosa_part034.bin,2,91,34,normal,0
471,normal_id_03_00000080_hist_librosa_part101.bin,3,80,101,normal,0
472,normal_id_02_00000137_hist_librosa_part183.bin,2,137,183,normal,0
473,anomaly_id_03_00000075_hist_librosa_part119.bin,3,75,119,anomaly,1
474,normal_id_04_00000187_hist_librosa_part067.bin,4,187,67,normal,0
475,anomaly_id_03_00000193_hist_librosa_part124.bin,3,193,124,anomaly,1
476,normal_id_01_00000085_hist_librosa_part033.bin,1,85,33,normal,0
477,anomaly_id_03_00000146_hist_librosa_part089.bin,3,146,89,anomaly,1
478,normal_id_03_00000326_hist_librosa_part067.bin,3,326,67,normal,0
479,normal_id_02_00000053_hist_librosa_part140.bin,2,53,140,normal,0
480,anomaly_id_02_00000131_hist_librosa_part127.bin,2,131,127,anomaly,1
481,normal_id_03_00000148_hist_librosa_part046.bin,3,148,46,normal,0
482,anomaly_id_03_00000127_hist_librosa_part131.bin,3,127,131,anomaly,1
483,normal_id_03_00000123_hist_librosa_part108.bin,3,123,108,normal,0
484,normal_id_02_00000041_hist_librosa_part004.bin,2,41,4,normal,0
485,anomaly_id_03_00000211_hist_librosa_part171.bin,3,211,171,anomaly,1
486,normal_id_03_00000103_hist_librosa_part064.bin,3,103,64,normal,0
487,anomaly_id_03_00000144_hist_librosa_part010.bin,3,144,10,anomaly,1
488,normal_id_02_00000307_hist_librosa_part147.bin,2,307,147,normal,0
489,normal_id_03_00000173_hist_librosa_part052.bin,3,173,52,normal,0
490,normal_id_04_00000275_hist_librosa_part194.bin,4,275,194,normal,0
491,normal_id_03_00000323_hist_librosa_part094.bin,3,323,94,normal,0
492,normal_id_03_00000022_hist_librosa_part124.bin,3,22,124,normal,0
493,normal_id_03_00000125_hist_librosa_part139.bin,3,125,139,normal,0
494,normal_id_01_00000059_hist_librosa_part185.bin,1,59,185,normal,0
495,normal_id_02_00000186_hist_librosa_part073.bin,2,186,73,normal,0
496,normal_id_03_00000102_hist_librosa_part053.bin,3,102,53,normal,0
497,normal_id_04_00000266_hist_librosa_part038.bin,4,266,38,normal,0
498,normal_id_02_00000073_hist_librosa_part068.bin,2,73,68,normal,0
499,anomaly_id_01_00000017_hist_librosa_part016.bin,1,17,16,anomaly,1
500,anomaly_id_01_00000192_hist_librosa_part130.bin,1,192,130,anomaly,1
501,normal_id_02_00000055_hist_librosa_part188.bin,2,55,188,normal,0
502,anomaly_id_03_00000085_hist_librosa_part079.bin,3,85,79,anomaly,1
503,anomaly_id_01_00000126_hist_librosa_part101.bin,1,126,101,anomaly,1
504,normal_id_01_00000326_hist_librosa_part151.bin,1,326,151,normal,0
505,anomaly_id_01_00000010_hist_librosa_part069.bin,1,10,69,anomaly,1
506,anomaly_id_01_00000215_hist_librosa_part182.bin,1,215,182,anomaly,1
507,normal_id_01_00000262_hist_librosa_part072.bin,1,262,72,normal,0
508,normal_id_04_00000085_hist_librosa_part031.bin,4,85,31,normal,0
509,normal_id_03_00000132_hist_librosa_part075.bin,3,132,75,normal,0
510,normal_id_02_00000008_hist_librosa_part168.bin,2,8,168,normal,0
511,anomaly_id_01_00000139_hist_librosa_part154.bin,1,139,154,anomaly,1
512,normal_id_02_00000109_hist_librosa_part189.bin,2,109,189,normal,0
513,normal_id_03_00000110_hist_librosa_part121.bin,3,110,121,normal,0
514,normal_id_03_00000120_hist_librosa_part089.bin,3,120,89,normal,0
515,normal_id_04_00000234_hist_librosa_part105.bin,4,234,105,normal,0
516,normal_id_04_00000093_hist_librosa_part103.bin,4,93,103,normal,0
517,normal_id_04_00000229_hist_librosa_part117.bin,4,229,117,normal,0
518,normal_id_01_00000296_hist_librosa_part116.bin,1,296,116,normal,0
519,normal_id_01_00000033_hist_librosa_part002.bin,1,33,2,normal,0
520,normal_id_03_00000003_hist_librosa_part047.bin,3,3,47,normal,0
521,anomaly_id_01_00000238_hist_librosa_part068.bin,1,238,68,anomaly,1
522,anomaly_id_01_00000091_hist_librosa_part169.bin,1,91,169,anomaly,1
523,normal_id_01_00000246_hist_librosa_part114.bin,1,246,114,normal,0
524,normal_id_02_00000217_hist_librosa_part187.bin,2,217,187,normal,0
525,anomaly_id_02_00000233_hist_librosa_part025.bin,2,233,25,anomaly,1
526,anomaly_id_01_00000062_hist_librosa_part162.bin,1,62,162,anomaly,1
527,anomaly_id_01_00000220_hist_librosa_part031.bin,1,220,31,anomaly,1
528,normal_id_01_00000048_hist_librosa_part070.bin,1,48,70,normal,0
529,normal_id_03_00000172_hist_librosa_part091.bin,3,172,91,normal,0
530,anomaly_id_02_00000251_hist_librosa_part165.bin,2,251,165,anomaly,1
531,normal_id_04_00000063_hist_librosa_part106.bin,4,63,106,normal,0
532,normal_id_01_00000309_hist_librosa_part054.bin,1,309,54,normal,0
533,anomaly_id_01_00000089_hist_librosa_part120.bin,1,89,120,anomaly,1
534,normal_id_04_00000286_hist_librosa_part065.bin,4,286,65,normal,0
535,normal_id_04_00000133_hist_librosa_part127.bin,4,133,127,normal,0
536,normal_id_03_00000011_hist_librosa_part137.bin,3,11,137,normal,0
537,normal_id_04_00000047_hist_librosa_part037.bin,4,47,37,normal,0
538,normal_id_03_00000233_hist_librosa_part178.bin,3,233,178,normal,0
539,normal_id_02_00000153_hist_librosa_part179.bin,2,153,179,normal,0
540,anomaly_id_03_00000146_hist_librosa_part084.bin,3,146,84,anomaly,1
541,normal_id_01_00000029_hist_librosa_part046.bin,1,29,46,normal,0
542,normal_id_02_00000278_hist_librosa_part187.bin,2,278,187,normal,0
543,normal_id_04_00000185_hist_librosa_part120.bin,4,185,120,normal,0
544,normal_id_02_00000049_hist_librosa_part045.bin,2,49,45,normal,0
545,normal_id_03_00000154_hist_librosa_part094.bin,3,154,94,normal,0
546,normal_id_01_00000298_hist_librosa_part193.bin,1,298,193,normal,0
547,normal_id_01_00000279_hist_librosa_part166.bin,1,279,166,normal,0
548,anomaly_id_02_00000255_hist_librosa_part179.bin,2,255,179,anomaly,1
549,normal_id_03_00000087_hist_librosa_part102.bin,3,87,102,normal,0
550,normal_id_04_00000049_hist_librosa_part177.bin,4,49,177,normal,0
551,anomaly_id_01_00000090_hist_librosa_part071.bin,1,90,71,anomaly,1
552,normal_id_04_00000193_hist_librosa_part007.bin,4,193,7,normal,0
553,normal_id_01_00000162_hist_librosa_part165.bin,1,162,165,normal,0
554,anomaly_id_03_00000096_hist_librosa_part157.bin,3,96,157,anomaly,1
555,normal_id_02_00000313_hist_librosa_part000.bin,2,313,0,normal,0
556,normal_id_01_00000014_hist_librosa_part024.bin,1,14,24,normal,0
557,normal_id_03_00000067_hist_librosa_part060.bin,3,67,60,normal,0
558,normal_id_03_00000248_hist_librosa_part192.bin,3,248,192,normal,0
559,anomaly_id_02_00000243_hist_librosa_part002.bin,2,243,2,anomaly,1
560,normal_id_01_00000244_hist_librosa_part055.bin,1,244,55,normal,0
561,anomaly_id_02_00000166_hist_librosa_part131.bin,2,166,131,anomaly,1
562,normal_id_01_00000291_hist_librosa_part014.bin,1,291,14,normal,0
563,anomaly_id_01_00000112_hist_librosa_part019.bin,1,112,19,anomaly,1
564,normal_id_04_00000015_hist_librosa_part009.bin,4,15,9,normal,0
565,normal_id_01_00000166_hist_librosa_part171.bin,1,166,171,normal,0
566,normal_id_04_00000096_hist_librosa_part119.bin,4,96,119,normal,0
567,normal_id_04_00000250_hist_librosa_part142.bin,4,250,142,normal,0
568,anomaly_id_01_00000210_hist_librosa_part158.bin,1,210,158,anomaly,1
569,normal_id_01_00000290_hist_librosa_part181.bin,1,290,181,normal,0
570,normal_id_01_00000116_hist_librosa_part027.bin,1,116,27,normal,0
571,normal_id_01_00000163_hist_librosa_part100.bin,1,163,100,normal,0
572,normal_id_01_00000081_hist_librosa_part188.bin,1,81,188,normal,0
573,normal_id_04_00000247_hist_librosa_part108.bin,4,247,108,normal,0
574,anomaly_id_03_00000186_hist_librosa_part171.bin,3,186,171,anomaly,1
575,normal_id_02_00000128_hist_librosa_part000.bin,2,128,0,normal,0
576,anomaly_id_02_00000128_hist_librosa_part154.bin,2,128,154,anomaly,1
577,normal_id_03_00000304_hist_librosa_part001.bin,3,304,1,normal,0
578,normal_id_01_00000095_hist_librosa_part114.bin,1,95,114,normal,0
579,normal_id_04_00000128_hist_librosa_part015.bin,4,128,15,normal,0
580,anomaly_id_02_00000191_hist_librosa_part061.bin,2,191,61,anomaly,1
581,anomaly_id_02_00000082_hist_librosa_part056.bin,2,82,56,anomaly,1
582,anomaly_id_03_00000052_hist_librosa_part126.bin,3,52,126,anomaly,1
583,normal_id_03_00000115_hist_librosa_part191.bin,3,115,191,normal,0
584,normal_id_03_00000036_hist_librosa_part161.bin,3,36,161,normal,0
585,anomaly_id_01_00000117_hist_librosa_part153.bin,1,117,153,anomaly,1
586,normal_id_04_00000074_hist_librosa_part003.bin,4,74,3,normal,0
587,normal_id_01_00000075_hist_librosa_part150.bin,1,75,150,normal,0
588,normal_id_02_00000044_hist_librosa_part137.bin,2,44,137,normal,0
589,normal_id_02_00000347_hist_librosa_part160.bin,2,347,160,normal,0
590,anomaly_id_03_00000190_hist_librosa_part128.bin,3,190,128,anomaly,1
591,normal_id_03_00000111_hist_librosa_part002.bin,3,111,2,normal,0
592,anomaly_id_02_00000145_hist_librosa_part048.bin,2,145,48,anomaly,1
593,anomaly_id_01_00000171_hist_librosa_part163.bin,1,171,163,anomaly,1
594,normal_id_03_00000002_hist_librosa_part067.bin,3,2,67,normal,0
595,normal_id_03_00000190_hist_librosa_part076.bin,3,190,76,normal,0
596,normal_id_03_00000026_hist_librosa_part043.bin,3,26,43,normal,0
597,normal_id_04_00000212_hist_librosa_part051.bin,4,212,51,normal,0
598,normal_id_01_00000119_hist_librosa_part056.bin,1,119,56,normal,0
599,normal_id_03_00000167_hist_librosa_part182.bin,3,167,182,normal,0
600,anomaly_id_01_00000116_hist_librosa_part031.bin,1,116,31,anomaly,1
601,anomaly_id_02_00000093_hist_librosa_part007.bin,2,93,7,anomaly,1
602,anomaly_id_01_00000091_hist_librosa_part054.bin,1,91,54,anomaly,1
603,normal_id_01_00000260_hist_librosa_part088.bin,1,260,88,normal,0
604,normal_id_04_00000072_hist_librosa_part170.bin,4,72,170,normal,0
605,anomaly_id_02_00000044_hist_librosa_part100.bin,2,44,100,anomaly,1
606,normal_id_02_00000237_hist_librosa_part098.bin,2,237,98,normal,0
607,normal_id_02_00000300_hist_librosa_part139.bin,2,300,139,normal,0
608,anomaly_id_01_00000059_hist_librosa_part039.bin,1,59,39,anomaly,1
609,normal_id_03_00000159_hist_librosa_part048.bin,3,159,48,normal,0
610,normal_id_02_00000297_hist_librosa_part169.bin,2,297,169,normal,0
611,normal_id_03_00000218_hist_librosa_part147.bin,3,218,147,normal,0
612,normal_id_01_00000271_hist_librosa_part194.bin,1,271,194,normal,0
613,normal_id_03_00000154_hist_librosa_part045.bin,3,154,45,normal,0
614,normal_id_03_00000186_hist_librosa_part120.bin,3,186,120,normal,0
615,normal_id_01_00000023_hist_librosa_part182.bin,1,23,182,normal,0
616,anomaly_id_01_00000046_hist_librosa_part189.bin,1,46,189,anomaly,1
617,normal_id_03_00000226_hist_librosa_part132.bin,3,226,132,normal,0
618,normal_id_01_00000007_hist_librosa_part149.bin,1,7,149,normal,0
619,anomaly_id_01_00000046_hist_librosa_part115.bin,1,46,115,anomaly,1
620,normal_id_02_00000219_hist_librosa_part159.bin,2,219,159,normal,0
621,normal_id_04_00000077_hist_librosa_part182.bin,4,77,182,normal,0
622,anomaly_id_03_00000022_hist_librosa_part088.bin,3,22,88,anomaly,1
623,normal_id_01_00000349_hist_librosa_part055.bin,1,349,55,normal,0
624,anomaly_id_03_00000012_hist_librosa_part095.bin,3,12,95,anomaly,1
625,anomaly_id_02_00000033_hist_librosa_part128.bin,2,33,128,anomaly,1
626,normal_id_01_00000017_hist_librosa_part092.bin,1,17,92,normal,0
627,anomaly_id_03_00000230_hist_librosa_part151.bin,3,230,151,anomaly,1
628,normal_id_04_00000219_hist_librosa_part014.bin,4,219,14,normal,0
629,normal_id_02_00000159_hist_librosa_part067.bin,2,159,67,normal,0
630,normal_id_03_00000282_hist_librosa_part004.bin,3,282,4,normal,0
631,normal_id_02_00000165_hist_librosa_part139.bin,2,165,139,normal,0
632,anomaly_id_02_00000081_hist_librosa_part046.bin,2,81,46,anomaly,1
633,normal_id_02_00000279_hist_librosa_part178.bin,2,279,178,normal,0
634,normal_id_04_00000315_hist_librosa_part154.bin,4,315,154,normal,0
635,anomaly_id_02_00000122_hist_librosa_part186.bin,2,122,186,anomaly,1
636,normal_id_02_00000280_hist_librosa_part126.bin,2,280,126,normal,0
637,anomaly_id_01_00000153_hist_librosa_part068.bin,1,153,68,anomaly,1
638,anomaly_id_01_00000123_hist_librosa_part185.bin,1,123,185,anomaly,1
639,normal_id_02_00000169_hist_librosa_part095.bin,2,169,95,normal,0
640,normal_id_03_00000041_hist_librosa_part055.bin,3,41,55,normal,0
641,normal_id_03_00000037_hist_librosa_part017.bin,3,37,17,normal,0
642,normal_id_01_00000058_hist_librosa_part092.bin,1,58,92,normal,0
643,anomaly_id_03_00000153_hist_librosa_part027.bin,3,153,27,anomaly,1
644,anomaly_id_03_00000071_hist_librosa_part168.bin,3,71,168,anomaly,1
645,anomaly_id_01_00000199_hist_librosa_part163.bin,1,199,163,anomaly,1
